Player,Country,Start,End,Matches,Innings,Overs,Maidens,Runs,Wickets,Average,Economy,StrikeRate,BestBowlingInnings,FourWickets,FiveWickets
SMK Waththage,CZK-R,2019,2022,19,19,59,5,434,17,25.529411764705884,7.3559322033898304,20.823529411764707,3/4,0,0
JB Abega,CAM,2021,2024,21,19,53.5,1,434,16,27.125,8.061919504643962,20.1875,4/18,1,0
Aftab Hussain,Hong Kong,2020,2022,10,10,38,1,248,16,15.5,6.526315789473684,14.25,3/14,0,0
Khalid Zahid,SWE,2021,2024,20,20,69.1,0,476,16,29.75,6.8819277108433745,25.937499999999996,3/15,0,0
KK Ahmed,India,2018,2024,18,18,66,1,562,16,35.125,8.515151515151516,24.75,2/27,0,0
CJ Anderson (NZ/USA),NA,2012,2024,42,27,72,0,585,16,36.5625,8.125,27,2/17,0,0
RS Bopara,England,2008,2014,38,21,53.4,1,387,16,24.1875,7.211180124223603,20.125,4/10,1,0
TD Chaoana,LES,2021,2024,22,22,72.1,1,477,16,29.8125,6.609699769053119,27.062499999999996,3/16,0,0
E Chigumbura,Zimbabwe,2006,2020,57,21,46,0,427,16,26.6875,9.282608695652174,17.25,4/31,1,0
PD Collingwood (ENG/World),NA,2005,2017,36,20,39,0,347,16,21.6875,8.897435897435898,14.625,4/22,1,0
M Dale-Bradley,GUE,2023,2024,14,14,48,0,314,16,19.625,6.541666666666667,18,3/11,0,0
DM de Silva,Sri Lanka,2015,2024,45,25,47.4,0,327,16,20.4375,6.860139860139861,17.875,2/22,0,0
GD Drummond,Scotland,2008,2013,17,17,55,1,381,16,23.8125,6.927272727272728,20.625,3/20,0,0
A Dutt,NED,2021,2024,16,16,49,1,374,16,23.375,7.63265306122449,18.375,3/22,0,0
J Evans,ISR,2022,2024,9,9,35,0,237,16,14.8125,6.771428571428571,13.125,4/20,1,0
B Fernando,Sri Lanka,2015,2024,17,17,57.1,0,488,16,30.5,8.536443148688047,21.4375,2/12,0,0
C Forshaw,GUE,2024,2024,8,8,24,0,201,16,12.5625,8.375,9,3/17,0,0
SC Getkate,Ireland,2019,2022,30,21,55,0,463,16,28.9375,8.418181818181818,20.625,3/20,0,0
Gurpratap Singh,CYP,2021,2022,11,11,37,2,246,16,15.375,6.648648648648648,13.875,4/35,1,0
M Jansen,South Africa,2022,2024,17,17,62.1,1,506,16,31.625,8.139410187667561,23.3125,3/16,0,0
Joshua Asia,NGA,2022,2024,15,13,37,2,161,16,10.0625,4.351351351351352,13.875,3/5,0,0
SC Kuggeleijn,New Zealand,2019,2021,18,17,53.5,0,471,16,29.4375,8.74922600619195,20.1875,3/27,0,0
S Kushretha,LUX,2020,2024,13,13,48,0,294,16,18.375,6.125,18,3/20,0,0
A Mishra,India,2010,2017,10,10,38,1,240,16,15,6.315789473684211,14.25,3/24,0,0
Mohammad Irfan,Pakistan,2012,2019,22,22,75.3,0,562,16,35.125,7.443708609271523,28.3125,2/18,0,0
Muhammad Murad,QAT,2021,2023,15,15,46.5,1,338,16,21.125,7.217081850533807,17.5625,3/17,0,0
Musawar Shah,QAT,2019,2024,14,14,45,1,303,16,18.9375,6.733333333333333,16.875,3/18,0,0
JS Patel,New Zealand,2005,2008,11,10,33.1,1,269,16,16.8125,8.110552763819095,12.4375,3/20,0,0
B Pondani,MWest Indies,2021,2024,32,28,80.3,2,537,16,33.5625,6.670807453416149,30.1875,2/12,0,0
TJG Pringle,NED,2022,2024,20,20,64,0,419,16,26.1875,6.546875,24,3/20,0,0
Qais Ahmad,Afghanistan,2020,2024,11,10,32,0,221,16,13.8125,6.90625,12,3/16,0,0
A Reyes,GIBR,2021,2024,24,15,31.3,0,247,16,15.4375,7.841269841269841,11.8125,3/10,0,0
Robert Raina,THA,2020,2024,15,11,24,0,145,16,9.0625,6.041666666666667,9,3/3,0,0
AL Stephen,VAN,2019,2024,16,16,50.1,1,368,16,23,7.335548172757475,18.8125,3/40,0,0
DT Tiripano,Zimbabwe,2016,2022,23,23,69.3,0,617,16,38.5625,8.877697841726619,26.0625,3/20,0,0
Yasir Arafat,Pakistan,2007,2012,13,13,39.2,0,316,16,19.75,8.033898305084746,14.750000000000002,3/18,0,0
Aamir Lal,SKOR,2022,2024,10,10,35,0,228,15,15.2,6.514285714285714,14,4/35,1,0
Abdul Wahid,KSA,2019,2024,15,14,44,1,331,15,22.066666666666666,7.5227272727272725,17.6,4/14,1,0
Adil Butt,SWZ,2022,2024,16,15,55,4,375,15,25,6.818181818181818,22,3/18,0,0
RG Aga,Kenya,2008,2013,20,19,48,1,306,15,20.4,6.375,19.2,3/24,0,0
KS Airee,NEP,2021,2022,10,10,34.1,0,222,15,14.8,6.4975609756097565,13.666666666666666,3/15,0,0
Atif Kamal,LUX,2019,2022,15,15,46,0,307,15,20.466666666666665,6.673913043478261,18.4,3/15,0,0
PS Bais,Mex,2023,2024,9,9,34,0,161,15,10.733333333333333,4.735294117647059,13.6,6/14,0,1
PKD Chase,Ireland,2018,2019,12,12,41.5,0,416,15,27.733333333333334,9.944223107569721,16.733333333333334,4/35,1,0
Fayaz Khan,GER,2021,2024,13,11,35,0,264,15,17.6,7.542857142857143,14,5/19,0,1
N Pradeep,Sri Lanka,2016,2021,16,16,46.2,0,436,15,29.066666666666666,9.410071942446043,18.533333333333335,4/25,1,0
P Florin,ROM,2019,2021,16,14,23.3,0,182,15,12.133333333333333,7.74468085106383,9.4,3/14,0,0
MO Jones,BER,2019,2023,18,17,52.2,0,298,15,19.866666666666667,5.694267515923567,20.933333333333334,3/23,0,0
Junaid Siddiqui,Canada,2012,2024,22,22,71.1,4,400,15,26.666666666666668,5.620608899297425,28.46666666666666,3/10,0,0
N Krishna,SEY,2021,2024,18,15,38.4,0,340,15,22.666666666666668,8.793103448275863,15.466666666666667,2/17,0,0
K Kubota,Japan,2022,2024,16,16,35,0,184,15,12.266666666666667,5.257142857142857,14,3/11,0,0
GF Linde,South Africa,2020,2021,14,14,48,0,340,15,22.666666666666668,7.083333333333333,19.2,3/23,0,0
DB Loic,CAM,2021,2024,21,20,52.1,2,359,15,23.933333333333334,6.881789137380192,20.866666666666667,3/15,0,0
W Madhevere,Zimbabwe,2020,2024,69,37,70,1,491,15,32.733333333333334,7.014285714285714,28,2/7,0,0
D Madushanka,Sri Lanka,2022,2024,15,15,49,0,478,15,31.866666666666667,9.755102040816327,19.6,3/24,0,0
Muhammad Jabir,QAT,2023,2024,14,14,46,0,388,15,25.866666666666667,8.434782608695652,18.4,4/37,1,0
Ngawang Thinley,BHU,2022,2024,11,10,29.3,1,212,15,14.133333333333333,7.186440677966102,11.8,4/13,1,0
KH Pandya,India,2018,2021,19,19,68.2,1,554,15,36.93333333333333,8.107317073170732,27.333333333333332,4/36,1,0
SM Pollock,South Africa,2005,2008,12,11,40.3,1,309,15,20.6,7.629629629629631,16.2,3/28,0,0
T Rossi,Arg,2021,2024,15,15,42.2,1,278,15,18.533333333333335,6.566929133858268,16.933333333333334,3/19,0,0
Saber Zakhil,Belg,2019,2024,43,18,50.2,0,338,15,22.533333333333335,6.71523178807947,20.133333333333333,3/20,0,0
Sami Ullah,ROM,2020,2021,9,9,28,1,195,15,13,6.964285714285714,11.2,3/10,0,0
Sher Sahak,NOR,2021,2024,26,13,27.3,0,192,15,12.8,6.9818181818181815,11,3/18,0,0
RP Singh,India,2007,2009,10,9,33,0,225,15,15,6.818181818181818,13.2,4/13,1,0
CB Sole,Scotland,2017,2024,17,16,56.1,0,526,15,35.06666666666667,9.364985163204748,22.466666666666665,3/28,0,0
Syed Maisam Ali,PORT,2022,2024,10,9,26.1,0,167,15,11.133333333333333,6.382165605095541,10.466666666666667,4/14,2,0
TG Thamae,LES,2021,2024,16,13,37,0,281,15,18.733333333333334,7.594594594594595,14.8,4/18,1,0
SC van Schalkwyk,United States of America,2024,2024,14,14,44.4,0,412,15,27.466666666666665,9.223880597014926,17.866666666666667,3/35,0,0
Waseeq Ahmed,BHR,2021,2022,16,16,49.2,1,332,15,22.133333333333333,6.72972972972973,19.733333333333334,3/14,0,0
C Wright,CAY,2019,2023,18,15,46,1,315,15,21,6.8478260869565215,18.4,3/26,0,0
Zaheer Zahiri,Fran,2024,2024,8,8,27.5,0,155,15,10.333333333333334,5.568862275449102,11.133333333333333,3/22,0,0
Abdullah Rana,SUI,2023,2024,8,8,22,0,184,14,13.142857142857142,8.363636363636363,9.428571428571429,3/16,0,0
Abul Farhad,CZK-R,2022,2024,9,8,25.3,2,188,14,13.428571428571429,7.372549019607843,10.928571428571429,4/19,1,0
Ahmed Wardak,GER,2019,2024,13,10,31.5,0,212,14,15.142857142857142,6.659685863874346,13.642857142857142,4/20,1,0
Akif Raja,United Arab Emirates,2021,2024,18,17,50,1,427,14,30.5,8.54,21.428571428571427,3/22,0,0
P Arrighi,Arg,2019,2023,8,8,31,3,172,14,12.285714285714286,5.548387096774194,13.285714285714286,5/4,0,1
Asif Bevinje,ROM,2020,2024,10,10,33.5,0,248,14,17.714285714285715,7.330049261083744,14.5,5/30,0,1
Atif-Ur-Rehman,KSA,2022,2024,19,19,60.5,3,360,14,25.714285714285715,5.917808219178082,26.071428571428573,3/13,0,0
OEG Baartman,South Africa,2024,2024,10,10,36,1,250,14,17.857142857142858,6.944444444444445,15.428571428571429,4/11,1,0
Bashir Shah,DEN,2019,2021,9,9,32,1,172,14,12.285714285714286,5.375,13.714285714285714,3/6,0,0
S Bau,Papau New Guinea,2016,2024,56,29,53,2,344,14,24.571428571428573,6.490566037735849,22.714285714285715,2/4,0,0
S Burdekin,CYP,2024,2024,10,8,26.4,0,198,14,14.142857142857142,7.425,11.428571428571429,4/22,1,0
CJ Chibhabha,Zimbabwe,2006,2020,36,22,53.5,0,455,14,32.5,8.452012383900929,23.071428571428573,3/18,0,0
M Choamba,MWest Indies,2021,2024,32,18,37,0,226,14,16.142857142857142,6.108108108108108,15.857142857142858,3/6,0,0
L Denny,COK,2022,2024,12,12,41.5,1,311,14,22.214285714285715,7.434262948207171,17.928571428571427,3/12,0,0
GD Elliott (NZ/World),NA,2009,2017,17,15,32,0,235,14,16.785714285714285,7.34375,13.714285714285714,4/22,1,0
JA Fitzgerald,GIBR,2019,2024,34,21,57.3,0,568,14,40.57142857142857,9.878260869565217,24.642857142857142,2/30,0,0
S Gooch,EST,2024,2024,9,9,31,2,208,14,14.857142857142858,6.709677419354839,13.285714285714286,3/20,0,0
AW Hawkins-Kay,JER,2019,2019,16,15,36,0,266,14,19,7.388888888888889,15.428571428571429,4/14,1,0
L Hermida,Mex,2019,2024,9,9,29,1,185,14,13.214285714285714,6.379310344827586,12.428571428571429,4/38,1,0
Irfan Hafejee,PAN,2021,2023,10,10,33.3,0,250,14,17.857142857142858,7.462686567164181,14.357142857142856,3/18,0,0
B Ito-Davis,Japan,2024,2024,10,9,20.2,1,69,14,4.928571428571429,3.3934426229508197,8.714285714285714,3/8,0,0
SH Johnson,Australia,2023,2024,8,8,26.4,0,239,14,17.071428571428573,8.9625,11.428571428571429,5/26,0,1
CJPF Kalugamage,ITA,2022,2024,12,12,36.5,3,209,14,14.928571428571429,5.6742081447963795,15.785714285714286,4/17,1,0
Karim Sadiq,Afghanistan,2010,2018,36,28,70,0,482,14,34.42857142857143,6.885714285714286,30,3/17,0,0
K Kato-Stafford,Japan,2024,2024,10,10,22.3,0,112,14,8,4.977777777777778,9.642857142857142,5/7,0,1
K Klein,NED,2024,2024,8,8,27,2,172,14,12.285714285714286,6.37037037037037,11.571428571428571,4/16,1,0
DV Macome,MOZ,2022,2024,18,12,38,1,257,14,18.357142857142858,6.7631578947368425,16.285714285714285,3/18,0,0
Mehidy Hasan Miraz,BAN,2017,2024,27,25,62,0,531,14,37.92857142857143,8.564516129032258,26.571428571428573,4/12,1,0
TS Mills (ENG/ICC),NA,2016,2023,16,16,53.4,1,474,14,33.857142857142854,8.832298136645964,23,3/27,0,0
Mirwais Ashraf,Afghanistan,2010,2016,25,22,65.2,1,444,14,31.714285714285715,6.795918367346939,28,2/6,0,0
Mohammed Siraj,India,2017,2024,16,16,58,2,452,14,32.285714285714285,7.793103448275862,24.857142857142858,4/17,1,0
D Muhumuza,UGA,2019,2022,32,18,42.4,1,289,14,20.642857142857142,6.7734375,18.285714285714285,5/13,0,1
Paing Danu,MYAN,2023,2024,19,18,53.1,2,357,14,25.5,6.71473354231975,22.785714285714285,2/15,0,0
Salman Nazar,Canada,2021,2022,8,8,28,0,173,14,12.357142857142858,6.178571428571429,12,3/8,0,0
R Satheesan,ROM,2019,2023,38,15,34.3,2,231,14,16.5,6.695652173913045,14.785714285714283,3/14,0,0
K Senamontree,THA,2019,2024,16,16,43.1,2,302,14,21.571428571428573,6.996138996138996,18.5,4/19,1,0
Sheraz Sheikh,Belg,2021,2024,30,22,50.1,0,390,14,27.857142857142858,7.774086378737542,21.5,3/22,0,0
Sulaiman Ali,BUL,2020,2022,21,17,41.5,0,413,14,29.5,9.872509960159363,17.928571428571427,2/8,0,0
MR Swart,NED,2012,2016,26,20,53,1,351,14,25.071428571428573,6.622641509433962,22.714285714285715,2/8,0,0
P Taylor,CZK-R,2019,2021,11,10,32,0,257,14,18.357142857142858,8.03125,13.714285714285714,4/28,1,0
Tejwinder Singh,CYP,2021,2022,11,11,37.5,1,229,14,16.357142857142858,6.0528634361233475,16.214285714285715,3/11,0,0
MK Thakur,THA,2024,2024,13,13,45.2,0,290,14,20.714285714285715,6.397058823529411,19.428571428571427,4/23,1,0
SM Tupou,Fiji,2022,2023,9,7,24,0,145,14,10.357142857142858,6.041666666666667,10.285714285714286,3/6,0,0
M Ozturk,TKY,2022,2024,12,11,41.5,0,336,14,24,8.03187250996016,17.928571428571427,3/22,0,0
JD Unadkat,India,2016,2018,10,10,34.4,0,301,14,21.5,8.682692307692308,14.857142857142858,3/38,0,0
D Wotu,VAN,2022,2024,17,16,52.3,0,378,14,27,7.2,22.5,3/21,0,0
AG Achar,SGP,2019,2023,9,9,27,1,150,13,11.538461538461538,5.555555555555555,12.461538461538462,4/8,1,0
BP Adapaka,HUN,2022,2023,17,15,52.1,0,392,13,30.153846153846153,7.514376996805112,24.076923076923077,3/17,0,0
Ali Khan,United States of America,2021,2024,16,16,56.1,0,477,13,36.69230769230769,8.492581602373887,25.923076923076923,3/25,0,0
Amandeep Singh,PORT,2021,2024,17,13,39,0,245,13,18.846153846153847,6.282051282051282,18,3/11,0,0
R Ankad,Mex,2019,2024,15,15,45.4,1,278,13,21.384615384615383,6.087591240875913,21.076923076923077,3/22,0,0
C Bah,Sri LankaE,2021,2024,25,14,32,1,179,13,13.76923076923077,5.59375,14.76923076923077,4/2,2,0
DT Christian,Australia,2010,2021,23,21,46.3,0,398,13,30.615384615384617,8.559139784946236,21.46153846153846,3/27,0,0
SR Clark,Australia,2006,2007,9,9,36,0,237,13,18.23076923076923,6.583333333333333,16.615384615384617,4/20,1,0
P Dakainivanua,Fiji,2023,2024,10,9,36,0,239,13,18.384615384615383,6.638888888888889,16.615384615384617,4/32,1,0
CJ Dala,South Africa,2018,2021,10,10,32,1,307,13,23.615384615384617,9.59375,14.76923076923077,3/35,0,0
S di Bartolomeo,ITA,2023,2024,7,7,24.3,0,128,13,9.846153846153847,5.224489795918367,11.307692307692308,5/14,0,1
Fazil Rahman,MLT,2023,2023,6,6,21.5,1,158,13,12.153846153846153,7.236641221374046,10.076923076923077,4/15,2,0
K Hinds,Bhm,2021,2023,10,10,36,1,228,13,17.53846153846154,6.333333333333333,16.615384615384617,5/18,0,1
S Hirugade,Mex,2019,2024,14,13,39.4,0,242,13,18.615384615384617,6.100840336134454,18.307692307692307,4/16,1,0
Imran Ameer,MLT,2022,2023,19,18,57.3,0,427,13,32.84615384615385,7.426086956521739,26.53846153846154,2/19,0,0
Imran Yousaf,KSA,2020,2024,11,11,36.3,1,242,13,18.615384615384617,6.6301369863013715,16.846153846153843,3/16,0,0
Jaweed Sadran,Aut,2021,2023,20,20,50.3,1,415,13,31.923076923076923,8.217821782178218,23.307692307692307,3/17,0,0
JK Kamande,Kenya,2007,2010,12,10,34.2,1,212,13,16.307692307692307,6.174757281553398,15.846153846153848,3/28,0,0
S Kaveri,Mex,2019,2024,16,11,29.1,0,170,13,13.076923076923077,5.828571428571428,13.461538461538462,4/21,1,0
H Lin Aung,MYAN,2023,2024,19,14,41,0,273,13,21,6.658536585365853,18.923076923076923,3/16,0,0
R Mangal,Fran,2022,2024,13,13,30.1,0,255,13,19.615384615384617,8.453038674033149,13.923076923076923,3/2,0,0
A Mansale,VAN,2019,2024,34,11,29,0,199,13,15.307692307692308,6.862068965517241,13.384615384615385,3/13,0,0
AK Markram,South Africa,2019,2024,57,30,57,2,487,13,37.46153846153846,8.543859649122806,26.307692307692307,3/21,0,0
ZE Matsinhe,MOZ,2019,2022,22,14,38,0,233,13,17.923076923076923,6.131578947368421,17.53846153846154,4/13,1,0
Mohammad Asif,Pakistan,2006,2010,11,11,42.5,1,343,13,26.384615384615383,8.007782101167315,19.76923076923077,4/18,1,0
Mohamed Mahfooz,MDV,2019,2021,15,15,48.5,1,340,13,26.153846153846153,6.962457337883959,22.53846153846154,2/14,0,0
Mohammad Shahzad,United Arab Emirates,2015,2017,20,19,48.1,0,411,13,31.615384615384617,8.53287197231834,22.23076923076923,3/34,0,0
M Muralidaran,Sri Lanka,2006,2010,12,12,47,0,297,13,22.846153846153847,6.319148936170213,21.692307692307693,3/29,0,0
TJ Murtagh,Ireland,2012,2016,14,14,44.4,0,324,13,24.923076923076923,7.253731343283582,20.615384615384617,3/23,0,0
B Niaz,Belg,2021,2024,26,15,33,1,249,13,19.153846153846153,7.545454545454546,15.23076923076923,4/8,1,0
GH O'Brien,BER,2008,2019,11,11,38.3,2,232,13,17.846153846153847,6.025974025974027,17.769230769230766,2/11,0,0
AE Paraam,SGP,2019,2024,17,14,48,0,376,13,28.923076923076923,7.833333333333333,22.153846153846153,3/16,0,0
YK Pathan,India,2007,2012,22,17,50.5,0,438,13,33.69230769230769,8.61639344262295,23.46153846153846,2/22,0,0
RW Price,Zimbabwe,2008,2012,16,16,61.3,4,378,13,29.076923076923077,6.146341463414634,28.384615384615383,2/6,0,0
Rafiullah,OMA,2022,2024,32,23,52,0,497,13,38.23076923076923,9.557692307692308,24,4/25,1,0
SK Raina,India,2006,2018,78,27,58.1,0,442,13,34,7.598853868194842,26.846153846153847,2/6,0,0
KB Ahir,PAN,2019,2023,15,15,46.2,0,325,13,25,7.014388489208633,21.384615384615383,3/16,0,0
R Ravindra,New Zealand,2021,2024,23,14,40,1,256,13,19.692307692307693,6.4,18.46153846153846,3/22,0,0
D Robson,EST,2023,2024,13,13,51.5,0,314,13,24.153846153846153,6.057877813504823,23.923076923076923,2/18,0,0
NA Saini,India,2019,2021,11,9,32.5,1,235,13,18.076923076923077,7.15736040609137,15.153846153846153,3/17,0,0
J Sebanja,UGA,2021,2023,9,9,31,1,244,13,18.76923076923077,7.870967741935484,14.307692307692308,3/17,0,0
S Snater,NED,2018,2019,13,12,34.5,0,337,13,25.923076923076923,9.674641148325358,16.076923076923077,3/42,0,0
BDH Stevens,JER,2019,2022,20,17,44.3,0,285,13,21.923076923076923,6.404494382022472,20.53846153846154,3/17,0,0
RN ten Doeschate,NED,2008,2021,24,10,35,0,245,13,18.846153846153847,7,16.153846153846153,3/23,0,0
Usman Shinwari,Pakistan,2013,2019,16,16,51,0,424,13,32.61538461538461,8.313725490196079,23.53846153846154,3/31,0,0
DV Varghese,BUL,2020,2023,31,29,61.1,0,647,13,49.76923076923077,10.577656675749319,28.23076923076923,1/7,0,0
C Waiswa,UGA,2019,2021,10,10,29,0,255,13,19.615384615384617,8.793103448275861,13.384615384615385,4/38,1,0
Zain Ahmad,Fran,2022,2024,17,10,28,0,169,13,13,6.035714285714286,12.923076923076923,4/20,1,0
Abdullah Mahmood,DEN,2019,2024,14,13,32.4,0,216,12,18,6.612244897959184,16.333333333333332,4/12,1,0
Afif Hossain,BAN,2018,2023,69,22,34,1,260,12,21.666666666666668,7.647058823529412,17,3/11,0,0
Rehan Ahmed,England,2023,2024,10,9,31,0,300,12,25,9.67741935483871,15.5,3/39,0,0
Aminul Islam,BAN,2019,2021,10,10,31.2,0,238,12,19.833333333333332,7.595744680851064,15.666666666666666,3/34,0,0
Amir Farooq,QAT,2024,2024,9,9,30.5,1,221,12,18.416666666666668,7.167567567567568,15.416666666666666,3/16,0,0
Ammar Khalid,Canada,2022,2022,7,7,26,1,174,12,14.5,6.6923076923076925,13,4/17,1,0
Arafat Sunny,BAN,2014,2016,10,10,31,0,230,12,19.166666666666668,7.419354838709677,15.5,2/17,0,0
Baljit Singh,ITA,2019,2022,11,10,29,0,146,12,12.166666666666666,5.0344827586206895,14.5,4/20,1,0
A Bishnoi,MLT,2021,2023,12,12,33.5,2,306,12,25.5,9.044334975369457,16.916666666666668,4/35,1,0
TS Chisoro,Zimbabwe,2015,2020,14,14,53,1,368,12,30.666666666666668,6.943396226415095,26.5,3/17,0,0
G Coetzee,South Africa,2023,2024,10,10,34.2,1,363,12,30.25,10.572815533980581,17.166666666666668,3/32,0,0
S Davizi,CZK-R,2019,2024,32,10,21.2,0,183,12,15.25,8.578125,10.666666666666666,4/15,1,0
C de Grandhomme,New Zealand,2012,2021,41,21,53.3,0,461,12,38.416666666666664,8.616822429906541,26.75,2/22,0,0
GDR Eranga,Canada,2019,2019,9,9,31.5,1,204,12,17,6.408376963350785,15.916666666666666,3/19,0,0
C Green,Australia,2022,2024,13,12,31.2,0,279,12,23.25,8.904255319148936,15.666666666666666,3/35,0,0
NA Greenwood,JER,2019,2024,31,16,43,0,236,12,19.666666666666668,5.488372093023256,21.5,3/8,0,0
Hamid Mahmood,SWE,2022,2024,13,11,34,0,174,12,14.5,5.117647058823529,17,3/10,0,0
Harry Johnson,GUE,2024,2024,9,9,33.3,0,277,12,23.083333333333332,8.268656716417912,16.749999999999996,3/18,0,0
A Husain,Arg,2019,2024,16,14,40,1,217,12,18.083333333333332,5.425,20,3/8,0,0
YYM Jakda,LES,2021,2022,13,12,37.5,0,349,12,29.083333333333332,9.224669603524228,18.916666666666668,3/32,0,0
JH Kallis,South Africa,2005,2012,25,19,46,1,333,12,27.75,7.239130434782608,23,4/15,1,0
A Kheterpal,HUN,2021,2023,18,18,61,0,463,12,38.583333333333336,7.590163934426229,30.5,3/19,0,0
IDM Latin,GIBR,2022,2024,25,11,27.5,0,267,12,22.25,9.592814371257486,13.916666666666666,4/25,1,0
JN Loftie-Eaton,Namibia,2021,2024,39,22,50.1,0,395,12,32.916666666666664,7.8737541528239205,25.083333333333332,3/20,0,0
N Madziva,Zimbabwe,2015,2019,15,15,46.5,0,417,12,34.75,8.90391459074733,23.416666666666668,4/34,1,0
AD Mascarenhas,England,2007,2009,14,14,42,0,309,12,25.75,7.357142857142857,21,3/18,0,0
Ma Qiancheng,CHN,2023,2024,11,10,32.2,0,196,12,16.333333333333332,6.061855670103093,16.166666666666668,5/9,0,1
BMAJ Mendis,Sri Lanka,2011,2018,22,14,35,0,249,12,20.75,7.114285714285714,17.5,3/24,0,0
Y Mitari,RWN,2021,2022,19,18,45.1,1,333,12,27.75,7.372693726937269,22.583333333333332,3/39,0,0
Muhammad Kashif,KUW,2019,2022,21,12,32,1,271,12,22.583333333333332,8.46875,16,3/30,0,0
Muhammad Moiz,ROM,2024,2024,8,7,23.3,1,173,12,14.416666666666666,7.361702127659575,11.75,3/26,0,0
J Mulder,Ireland,2016,2017,8,8,29,0,192,12,16,6.620689655172414,14.5,4/16,1,0
K Namchaikul,THA,2022,2024,18,14,38.5,0,258,12,21.5,6.643776824034334,19.416666666666668,4/7,1,0
JD Nel,Scotland,2007,2010,10,9,31,3,169,12,14.083333333333334,5.451612903225806,15.5,3/10,0,0
Pramod Madushan,Sri Lanka,2022,2023,8,8,26.1,0,226,12,18.833333333333332,8.636942675159235,13.083333333333334,4/34,1,0
Pyae Phyo Wai,MYAN,2023,2024,19,17,42.4,2,319,12,26.583333333333332,7.4765625,21.333333333333332,3/20,0,0
Sajid Liaqat,GER,2019,2024,9,9,31.4,0,303,12,25.25,9.568421052631578,15.833333333333334,3/24,0,0
KD Shah,Hong Kong,2014,2023,49,26,66,2,495,12,41.25,7.5,33,2/9,0,0
M Shahbaz Butt,NOR,2022,2023,10,9,31,2,169,12,14.083333333333334,5.451612903225806,15.5,5/8,0,1
Shahrukh Quddus,KUW,2022,2024,11,11,39,0,334,12,27.833333333333332,8.564102564102564,19.5,3/14,0,0
RR Sharan,CAM,2023,2024,22,18,50.5,2,365,12,30.416666666666668,7.1803278688524586,25.416666666666668,3/14,0,0
Shoaib Rafiq,Mex,2023,2024,7,7,24,0,81,12,6.75,3.375,12,3/9,0,0
Soumya Sarkar,BAN,2015,2024,85,28,48,0,451,12,37.583333333333336,9.395833333333334,24,2/19,0,0
SO Tikolo,Kenya,2007,2013,15,10,28.2,0,168,12,14,5.929411764705883,14.166666666666666,4/2,1,0
S Vijayakumar,SGP,2019,2019,9,9,28,1,204,12,17,7.285714285714286,14,4/25,1,0
K Vislapuu,EST,2021,2024,20,17,45.5,1,374,12,31.166666666666668,8.16,22.916666666666668,3/29,0,0
D Visser,Samoa,2024,2024,6,6,22,1,147,12,12.25,6.681818181818182,11,4/11,1,0
DKD Warnakulasuriya,ITA,2021,2024,9,9,26,0,168,12,14,6.461538461538462,13,3/16,0,0
UT Yadav,India,2012,2022,9,9,30,0,280,12,23.333333333333332,9.333333333333334,15,2/19,0,0
Zulfiqar Babar,Pakistan,2013,2014,7,7,26,1,185,12,15.416666666666666,7.115384615384615,13,3/23,0,0
Abdur Rehman,Pakistan,2007,2013,8,8,26,0,192,11,17.454545454545453,7.384615384615385,14.181818181818182,2/7,0,0
CN Ackermann,NED,2019,2024,25,17,47,1,284,11,25.818181818181817,6.042553191489362,25.636363636363637,3/15,0,0
Adnan Mirza,QAT,2023,2024,14,14,40,0,288,11,26.181818181818183,7.2,21.818181818181817,3/13,0,0
Aftab Alam,Afghanistan,2012,2018,12,12,40.5,0,324,11,29.454545454545453,7.93469387755102,22.272727272727273,2/23,0,0
Ahmed Baladraf,KSA,2023,2023,9,9,28,0,190,11,17.272727272727273,6.785714285714286,15.272727272727273,3/14,0,0
R Athapaththu,ROM,2023,2024,7,6,24,0,198,11,18,8.25,13.090909090909092,3/23,0,0
XC Bartlett,Australia,2024,2024,7,7,23.4,0,162,11,14.727272727272727,6.845070422535211,12.909090909090908,3/13,0,0
Z Burgess,BER,2021,2023,13,13,40,0,238,11,21.636363636363637,5.95,21.818181818181817,2/12,0,0
P Cabebula,Fiji,2022,2023,10,10,35.4,0,258,11,23.454545454545453,7.233644859813085,19.454545454545453,4/14,1,0
Danyal Raja,BUL,2023,2024,11,10,31,3,252,11,22.90909090909091,8.129032258064516,16.90909090909091,2/22,0,0
S Dube,India,2019,2024,33,23,45.3,0,434,11,39.45454545454545,9.538461538461538,24.818181818181817,3/30,0,0
JA Duffy,New Zealand,2020,2024,15,14,44,0,340,11,30.90909090909091,7.7272727272727275,24,4/33,1,0
KJ Ferrary,GIBR,2021,2024,9,7,23.2,0,149,11,13.545454545454545,6.385714285714286,12.727272727272727,3/26,0,0
SKS Gill,LUX,2022,2024,29,17,39.5,0,302,11,27.454545454545453,7.581589958158995,21.727272727272727,2/14,0,0
H Gori,CZK-R,2019,2020,11,11,35,0,218,11,19.818181818181817,6.228571428571429,19.09090909090909,3/13,0,0
Haider Butt,BHR,2021,2024,55,16,24,0,189,11,17.181818181818183,7.875,13.090909090909092,3/7,0,0
Hassan Mehmood,SWE,2021,2021,5,5,16,1,115,11,10.454545454545455,7.1875,8.727272727272727,5/14,0,1
