Player,Country,Start,End,Matches,Innings,Overs,Maidens,Runs,Wickets,Average,Economy,StrikeRate,BestBowlingInnings,FourWickets,FiveWickets,TenWickets
A Husain,Arg,2019,2024,16,14,40,1,217,12,18.083333333333332,5.425,20,3/8,0,0,0
A Ilaoa,Samoa,2023,2024,7,1,3,0,28,2,14,9.333333333333334,9,2/28,0,0,0
A Jackson,Australia,1929,1931,8,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Jadeja,India,1992,2000,211,52,0,0,1094,20,54.7,5.259615384615385,62.4,3/3,0,0,0
A Johnmary,Fran,2021,2021,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Johnson,Canada,2022,2024,45,2,2,0,18,0,Inf,2.75,Inf,NA,0,0,0
A Kadowaki Fleming,Japan,2024,2024,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Kainessie,Sri LankaE,2023,2024,9,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Kalasi,THA,2023,2024,11,10,35,1,162,11,14.727272727272727,4.628571428571429,19.09090909090909,2/9,0,0,0
A Kansonkho,MWest Indies,2021,2023,7,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Kapoor,Canada,2022,2022,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Karn,NEP,2015,2015,2,2,8,0,49,1,49,6.125,48,1/31,0,0,0
A Karvelas,GRC,2022,2022,1,1,3,0,10,0,Inf,3.3333333333333335,Inf,NA,0,0,0
A Kaul,SGP,2022,2024,11,3,5.5,0,31,4,7.75,5.314285714285715,8.75,3/20,0,0,0
A Khan,England,2009,2009,1,2,0,0,122,1,122,4.206896551724138,174,1/111,0,0,0
A Khan (Den/Eng),NA,2009,2022,9,9,22.5,1,150,7,21.428571428571427,6.569343065693431,19.571428571428573,2/25,0,0,0
A Kheterpal,HUN,2021,2023,18,18,61,0,463,12,38.583333333333336,7.590163934426229,30.5,3/19,0,0,0
A Kirschbaum,Arg,2021,2024,15,15,47.1,1,332,10,33.2,7.03886925795053,28.3,2/14,0,0,0
A Krishna,SGP,2019,2023,18,18,58.2,1,474,22,21.545454545454547,8.125714285714285,15.909090909090908,4/28,1,0,0
A Kumble,India,1990,2008,132,236,0,0,18355,619,29.652665589660742,2.6959608323133417,65.99353796445881,10/74,0,35,8
A Kumble (Asia/Ind),NA,1990,2007,271,265,0,0,10412,337,30.89614243323442,4.309602649006623,43.01483679525222,6/12,8,2,0
A Kuruvilla,India,1997,1997,35,40,0,0,1782,50,35.64,3.876890014352161,57.92,5/68,1,1,0
A Lagos,GRC,2019,2019,1,1,2,0,13,0,Inf,6.5,Inf,NA,0,0,0
A Langham,STHEL,2022,2022,7,1,1,0,16,0,Inf,16,Inf,NA,0,0,0
A Lark,Aut,2019,2019,5,4,11,0,55,4,13.75,5,16.5,3/20,0,0,0
A Limdawala,MWest Indies,2022,2024,33,24,59.4,1,398,21,18.952380952380953,6.670391061452515,17.047619047619047,2/8,0,0,0
A Lyth,England,2015,2015,7,1,0,0,0,0,NA,0,Inf,NA,0,0,0
A Magdalenic,CRT,2023,2024,9,2,2.2,0,42,0,Inf,18,Inf,NA,0,0,0
A Maheshwari,CRT,2022,2024,12,7,18.5,0,190,5,38,10.08849557522124,22.6,2/41,0,0,0
A Makesh,KUW,2019,2019,4,4,9,1,79,1,79,8.777777777777779,54,1/19,0,0,0
A Manatos,GRC,2021,2021,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Manepalli,LUX,2020,2024,8,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Manousis,GRC,2019,2022,11,3,7,0,51,2,25.5,7.285714285714286,21,1/14,0,0,0
A Mansale,VAN,2019,2024,34,11,29,0,199,13,15.307692307692308,6.862068965517241,13.384615384615385,3/13,0,0,0
A Maregwede,Zimbabwe,2003,2005,13,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Martel,GUE,2022,2024,18,18,55.3,0,402,17,23.647058823529413,7.243243243243243,19.58823529411765,3/12,0,0,0
A Martin,West Indies,2011,2011,10,10,3,0,316,12,23.454545454545453,5.333333333333334,29.181818181818183,4/36,1,0,0
A Mcauley,IOM,2020,2024,23,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Mcgrath,England,2003,2004,18,9,0,0,231,8,28.875,3.9496904024767803,41.25,3/16,0,0,0
A Mehmood,Hong Kong,2016,2024,7,5,11,0,116,1,116,10.545454545454545,66,1/35,0,0,0
A Melville,South Africa,1938,1949,11,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Mene-Ejegi,SRB,2022,2024,13,11,37.4,0,261,11,23.727272727272727,6.92920353982301,20.545454545454547,4/30,1,0,0
A Mishra,India,2003,2017,68,84,38,1,4466,156,24.77768640350877,4.745764602778029,37.11595394736842,6/48,2,3,0
A Mitchell,England,1933,1936,6,1,0,0,4,0,Inf,4,Inf,NA,0,0,0
A Mithun,India,2010,2011,9,13,0,0,659,12,59.16666666666667,5.283333333333333,70,4/105,0,0,0
A Modi,SGP,2022,2022,7,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Mongar,BHU,2023,2023,2,2,3,1,11,2,5.5,3.6666666666666665,9,2/6,0,0,0
A Morris,CAY,2019,2023,12,12,44,1,263,17,15.470588235294118,5.9772727272727275,15.529411764705882,4/26,1,0,0
A Mucyodusenge,RWN,2022,2022,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Mukund,India,2011,2017,7,1,0,0,14,0,Inf,7,Inf,NA,0,0,0
A Mundra,SWE,2024,2024,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Mustafa,Arg,2021,2023,2,1,3,0,9,0,Inf,3,Inf,NA,0,0,0
A Mutreja,SGP,2022,2024,13,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Nagarajan,QAT,2024,2024,1,1,4,0,19,2,9.5,4.75,12,2/19,0,0,0
A Nanda,LUX,2019,2024,31,30,96.2,0,734,31,23.677419354838708,7.619377162629758,18.64516129032258,5/6,0,1,0
A Nao,Papau New Guinea,2017,2024,44,44,59,4,1340,44,29.124210526315792,5.65871375420776,32.27578947368421,4/27,1,0,0
A Nathwani,Aut,2019,2023,29,28,91,0,628,34,18.470588235294116,6.9010989010989015,16.058823529411764,3/14,0,0,0
A Natubhai Ahir,PAN,2019,2023,16,13,37.3,2,236,10,23.6,6.293333333333335,22.499999999999996,4/26,1,0,0
A Ndlovu,Zimbabwe,2019,2024,16,16,36,1,646,7,96.91666666666667,5.563600995953937,122,2/170,0,0,0
A Nehra,India,1999,2017,44,56,98,2,2624,78,32.351604278074866,5.49136782650397,47.81751336898396,4/72,0,0,0
A Nehra (Asia/Ind),NA,2001,2011,120,120,0,0,4981,157,31.726114649681527,5.196661450182577,36.63057324840764,6/23,5,2,0
A Neill,Scotland,2019,2023,14,14,20,0,496,23,20.76984126984127,6.230510440835268,22.05952380952381,3/32,0,0,0
A Nel,South Africa,2001,2008,117,147,8,0,6896,231,26.850155954389734,4.321591251939977,40.630336963747,6/32,3,4,1
A Nimaga,Mali,2024,2024,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Nortje,South Africa,2019,2024,83,94,144.5,0,3868,159,24.387291604272736,5.514027845463858,29.337366476989118,6/56,6,4,0
A Orfila,GIBR,2019,2021,5,5,15,0,135,4,33.75,9,22.5,2/34,0,0,0
A Osei,GHA,2022,2024,17,1,1,0,7,0,Inf,7,Inf,NA,0,0,0
A Otwani,UGA,2019,2022,17,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Parima,COK,2022,2024,12,1,0.2,0,13,0,Inf,39,Inf,NA,0,0,0
A Patel,Canada,2003,2019,4,3,1,0,92,3,Inf,13.15,Inf,3/41,0,0,0
A Paul,EST,2022,2024,13,8,24,0,200,9,22.22222222222222,8.333333333333334,16,3/25,0,0,0
A Phillip,West Indies,2021,2022,7,9,0,0,419,7,61.208333333333336,5.488963210702341,70.375,2/50,0,0,0
A Poulose,OMA,2017,2017,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Prashar,HUN,2023,2023,5,5,18,0,103,5,20.6,5.722222222222222,21.6,2/11,0,0,0
A Pusthay,FIN,2019,2022,12,7,16,0,129,6,21.5,8.0625,16,2/15,0,0,0
A Rajshekara,ROM,2024,2024,8,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Ranatunga,Sri Lanka,1982,2000,362,191,0,0,4797,95,56.27848101265823,3.707785033860227,103.96637658227849,4/14,1,0,0
A Randhawa,Aut,2022,2024,21,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Rangaswamy,BOT,2019,2021,8,8,23.4,2,142,11,12.909090909090908,6,12.909090909090908,4/21,1,0,0
A Ratra,India,2002,2002,18,1,0,0,1,0,Inf,1,Inf,NA,0,0,0
A Reyes,GIBR,2021,2024,24,15,31.3,0,247,16,15.4375,7.841269841269841,11.8125,3/10,0,0,0
A Rose-Innes,South Africa,1889,1889,2,3,0,0,89,5,17.8,4.171875,25.6,5/43,0,1,0
A Sandham,England,1921,1930,14,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Sanford,West Indies,2002,2004,11,18,0,0,1316,30,43.86666666666667,3.561569688768606,73.9,4/132,0,0,0
A Sarma,GER,2019,2021,5,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Sathya,Mex,2019,2019,3,3,11.3,0,76,4,19,6.608695652173913,17.25,2/32,0,0,0
A Sathyan,CRT,2024,2024,2,1,2,0,16,1,16,8,12,1/16,0,0,0
A Saud,NEP,2022,2024,14,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Sawyer,GIBR,2023,2024,3,2,2,0,22,0,Inf,11,Inf,NA,0,0,0
A Shahi,CYP,2024,2024,9,9,25,0,214,10,21.4,8.56,15,3/25,0,0,0
A Shahzad,England,2010,2011,15,16,11,0,650,24,25.635620915032682,5.841354723707665,27.362745098039216,3/45,0,0,0
A Shamshudeen,Canada,2007,2007,1,1,0,0,24,0,Inf,8,Inf,NA,0,0,0
A Sharafu,United Arab Emirates,2020,2024,53,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Sharma,United Arab Emirates,2023,2024,25,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Shaw,England,1877,1882,7,10,0,0,285,12,23.75,1.5602189781021898,91.33333333333333,5/38,0,1,0
A Shirai-Patmore,Japan,2022,2024,26,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Shreshta,NGA,2021,2023,22,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Shrewsbury Snr,England,1881,1893,23,1,0,0,2,0,Inf,1,Inf,NA,0,0,0
A Shukla,Hong Kong,2022,2024,43,38,116.3,5,973,32,40.85483870967742,8.500754147812971,28.693548387096776,4/49,1,0,0
A Sidebottom,England,1985,1985,1,1,0,0,65,1,65,3.4821428571428568,112,1/65,0,0,0
A Simelane,South Africa,2024,2024,4,4,11,0,128,3,42.666666666666664,11.636363636363637,22,2/34,0,0,0
A Sokovagone,Fiji,2024,2024,6,2,4,0,39,0,Inf,9.75,Inf,NA,0,0,0
A Srivastav,Chile,2019,2019,4,3,8,0,73,3,24.333333333333332,9.125,16,2/28,0,0,0
A Symonds,Australia,1998,2009,238,211,30.5,0,6128,165,36.4046574770259,5.52012869571715,51.66635338345865,5/18,2,1,0
A Tripathi,Mex,2019,2024,8,1,0.4,0,22,0,Inf,33,Inf,NA,0,0,0
A Trivedi,LUX,2022,2022,1,1,1,0,15,0,Inf,15,Inf,NA,0,0,0
A Turay,Sri LankaE,2022,2024,19,6,15.1,0,104,9,11.555555555555555,6.857142857142858,10.11111111111111,4/29,1,0,0
A Turkmen,TKY,2022,2024,12,11,40,0,252,9,28,6.3,26.666666666666668,3/21,0,0,0
A Turner,Australia,1975,1977,20,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Uniyal,Chile,2019,2023,5,5,14,1,90,5,18,6.428571428571429,16.8,3/17,0,0,0
A Vala,Papau New Guinea,2014,2024,129,99,91.5,3,2157,92,22.165356265356266,5.130673786354641,29.155036855036855,3/7,0,0,0
A Van Der Merwe,Ireland,2010,2011,9,9,0,0,323,11,29.363636363636363,4.486111111111111,39.27272727272727,5/49,0,1,0
A Venkatesh,SWE,2021,2022,16,12,35.2,0,224,19,11.789473684210526,6.3396226415094334,11.157894736842106,4/21,1,0,0
A Waddington,England,1920,1921,2,3,0,0,119,1,119,2.5869565217391304,276,1/35,0,0,0
A Ward,England,1893,1976,12,9,0,0,453,14,32.357142857142854,3.5716162943495404,54.357142857142854,4/61,0,0,0
A Warren,England,1905,1905,1,2,0,0,113,6,18.833333333333332,2.8728813559322033,39.333333333333336,5/57,0,1,0
A Wharton,England,1949,1949,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Wood,England,1938,1939,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
A Wright,CAY,2023,2023,4,4,16,0,76,4,19,4.75,24,2/19,0,0,0
A Yon,STHEL,2022,2024,8,6,20,0,138,11,12.545454545454545,6.9,10.909090909090908,5/10,1,1,0
A Zampa,Australia,2016,2024,201,200,342.5,1,7549,297,24.64594017094017,6.349176171422161,24.13782051282051,5/35,13,2,0
Aa Baig,India,1959,1967,10,2,0,0,15,0,Inf,5,Inf,NA,0,0,0
Aa Banner,Blz,2019,2021,9,3,10,0,56,1,56,5.6,60,1/18,0,0,0
Aa Donald,South Africa,1991,2003,236,291,0,0,13270,602,22.020655080213903,3.4963056653524758,39.25076871657754,8/71,11,22,3
Aa Gajic,SRB,2022,2024,18,16,51.1,3,393,20,19.65,7.6807817589576555,15.35,4/12,1,0,0
Aa Hawoe,INA,2024,2024,2,2,4.3,0,24,2,12,5.333333333333333,13.5,2/19,0,0,0
Aa Hussein,TAN,2022,2022,2,2,6,0,55,2,27.5,9.166666666666666,18,1/27,0,0,0
Aa Jasani,TAN,2021,2021,6,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Aa Mailey,Australia,1920,1926,21,34,0,0,3358,99,33.91919191919192,3.2926948847850954,61.80808080808081,9/121,0,6,2
Aa Mallett,Australia,1968,1980,47,80,0,0,4281,143,30.424242424242422,3.2210317887608726,60.65909090909091,8/59,0,6,1
Aa Mulla,Canada,2006,2009,28,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Aa Navicha,MOZ,2021,2024,28,2,6,0,40,2,20,6.666666666666667,18,2/24,0,0,0
Aa Noffke,Australia,2007,2008,3,3,7.3,1,87,5,28.125,5.288888888888889,32.625,3/18,0,0,0
Aa Obanda,Kenya,2007,2023,100,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Aa Onikoyi,NGA,2019,2023,29,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Aa Paradkar,United States of America,2021,2024,10,9,9,0,312,13,22.194444444444443,7.1591591591591595,19.083333333333336,4/26,1,0,0
Aa Rahayu,INA,2023,2024,11,9,22.2,0,110,9,12.222222222222221,4.925373134328359,14.88888888888889,2/11,0,0,0
Aa Shafique,OMA,2023,2023,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Aa Westphal,Mex,2019,2019,5,5,19,0,65,5,13,3.4210526315789473,22.8,2/10,0,0,0
Aaa Patel,LES,2021,2022,8,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Aadil Bhaiyat,SWZ,2024,2024,5,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Aaditya Varadarajan,Canada,2024,2024,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Aaftab Alam Khan,MLT,2021,2023,27,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Aakash Chand,NEP,2024,2024,5,5,10,0,166,9,26.5,7.353846153846154,23.785714285714285,3/27,0,0,0
Aamer Hameed,Pakistan,1977,1978,2,2,0,0,38,1,38,2.590909090909091,88,1/32,0,0,0
Aamer Hanif,Pakistan,1993,1995,5,4,0,0,122,4,30.5,5.63076923076923,32.5,3/36,0,0,0
Aamer Ikram,PORT,2019,2019,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Aamer Jamal,Pakistan,2022,2024,12,14,16.5,0,720,21,60.776315789473685,7.778377559591843,44.171052631578945,6/69,0,2,0
Aamer Malik,Pakistan,1987,1994,38,14,0,0,175,4,58.833333333333336,3.861538461538461,98,2/35,0,0,0
Aamer Nazir,Pakistan,1993,1995,15,21,0,0,943,31,30.652272727272727,4.183626797710366,45.37954545454545,5/46,0,1,0
Aamer Sohail,Pakistan,1990,2000,203,171,0,0,4752,110,42.762352941176474,3.6177506823040373,76.1070588235294,4/54,1,0,0
Aamer Yamin,Pakistan,2015,2018,6,6,6,0,191,4,47.75,6.044871794871796,48,1/38,0,0,0
Aamir Kaleem,OMA,2015,2024,43,38,89,1,801,44,18.45873015873016,5.267916793197692,24.073015873015873,5/15,3,2,0
Aamir Lal,SKOR,2022,2024,10,10,35,0,228,15,15.2,6.514285714285714,14,4/35,1,0,0
Aanand Pandey,LUX,2021,2021,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Aap Atkinson,England,2023,2024,20,27,8.5,0,1325,57,23.532575757575756,6.509507141909119,25.386868686868688,7/45,1,3,1
Aap Rivero,Arg,2023,2024,9,7,19.5,1,124,4,31,6.2521008403361344,29.75,2/15,0,0,0
Aaqib Javed,Pakistan,1988,1998,185,196,0,0,7595,236,33.06888481888482,3.577077530717706,58.28876678876679,7/37,2,5,0
Aarif Sheikh,NEP,2018,2024,98,40,16,0,738,12,54.375,6.476875808538162,60.3125,1/9,0,0,0
Aarnav Patel,Kenya,2024,2024,2,2,5,0,35,3,11.666666666666666,7,10,3/22,0,0,0
Aaron Jones,United States of America,2019,2024,87,21,21.2,0,321,8,Inf,6.251764112903226,Inf,2/8,0,0,0
Aasif Sheikh,NEP,2021,2024,110,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Aaw Gunawardena,Sri Lanka,1994,1994,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Aayan Afzal Khan,United Arab Emirates,2022,2024,70,69,126.2,1,1933,80,23.896605908233816,4.960076853606276,31.03394091766185,4/14,1,0,0
Ab Agarkar,India,1998,2007,221,237,10.3,1,10851,349,34.503871328224776,5.520220449004117,45.89064495530013,6/42,10,3,0
Ab Barath,West Indies,2009,2012,31,1,0,0,4,0,Inf,4,Inf,NA,0,0,0
Ab De Villiers,South Africa,2004,2018,192,5,0,0,104,2,52,3.0588235294117645,102,2/49,0,0,0
Ab De Villiers (Afr/Sa),NA,2005,2018,228,9,0,0,202,7,28.857142857142858,6.3125,27.428571428571427,2/15,0,0,0
Ab Dinda,India,2009,2013,22,22,30,1,857,29,32.705882352941174,7.174242424242424,30.044117647058822,4/19,1,0,0
Ab Dursak,TKY,2019,2019,4,3,8.4,0,134,0,Inf,15.461538461538463,Inf,NA,0,0,0
Ab Fudadin,West Indies,2012,2012,3,1,0,0,11,0,Inf,2.2,Inf,NA,0,0,0
Ab Howard,West Indies,1972,1972,1,1,0,0,140,2,70,2.2580645161290325,186,2/140,0,0,0
Ab Kamara,Sri LankaE,2021,2021,9,4,7,0,43,2,21.5,6.142857142857143,21,2/12,0,0,0
Ab Mcdonald,Australia,2009,2009,4,7,0,0,300,9,33.333333333333336,2.459016393442623,81.33333333333333,3/25,0,0,0
Ab Mengoumou,CAM,2021,2022,8,3,5.1,0,72,1,72,13.935483870967744,30.999999999999996,1/57,0,0,0
Ab Tancred,South Africa,1889,1889,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Ab Williams,West Indies,1978,1979,7,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Abbas Afridi,Pakistan,2024,2024,13,13,38.1,0,335,22,15.227272727272727,8.777292576419214,10.409090909090908,3/17,0,0,0
Abbas Ghani,HUN,2023,2024,6,5,11,1,84,7,12,7.636363636363637,9.428571428571429,2/2,0,0,0
Abbas Saad,KSA,2019,2019,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Abdul Bashir,GER,2023,2023,1,1,4,0,26,1,26,6.5,24,1/26,0,0,0
Abdul Hai Muhammad,Belg,2024,2024,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Abdul Hashmi,DEN,2019,2024,23,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Abdul Jabbar,Canada,2007,2007,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Abdul Kadir,Pakistan,1964,1965,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Abdul Majid,BHR,2023,2024,25,24,84.1,2,510,21,24.285714285714285,6.05940594059406,24.047619047619044,3/7,0,0,0
Abdul Majid Malik,BHR,2020,2024,9,8,28,0,158,10,15.8,5.642857142857143,16.8,4/23,1,0,0
Abdul Malik (1),Afghanistan,2021,2024,3,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Abdul Naser Baluch,SWE,2023,2024,8,8,29.2,2,177,10,17.7,6.034090909090909,17.6,2/9,0,0,0
Abdul Qadir,Pakistan,1977,1993,171,211,0,0,11196,368,29.485875706214692,3.3879482864031987,55.60208012326656,9/56,4,17,5
Abdul Rahman,Afghanistan,2019,2023,17,6,10,1,205,5,75.5,7.436538461538461,59.5,2/37,0,0,0
Abdul Rashid,Belg,2019,2021,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Abdul Razzaq,Pakistan,1999,2013,78,98,56.3,2,4089,120,28.345,5.0769108376772945,43.515,5/35,0,1,0
Abdul Razzaq (Asia/Pak),NA,1996,2011,265,254,0,0,8564,269,31.8364312267658,4.6964628461749385,40.6728624535316,6/35,8,3,0
Abdul Rehman,United Arab Emirates,2004,2004,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Abdul Samad,Japan,2024,2024,4,4,5.4,0,13,4,3.25,2.2941176470588234,8.5,2/4,0,0,0
Abdul Shakoor,United Arab Emirates,2015,2023,28,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Abdul Stanikzai,GER,2022,2022,5,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Abdul Waheed,KSA,2020,2024,40,10,15,0,102,6,17,6.8,15,2/11,0,0,0
Abdul Wahid,KSA,2019,2024,15,14,44,1,331,15,22.066666666666666,7.5227272727272725,17.6,4/14,1,0,0
Abdul Wasi,Afghanistan,2021,2021,1,1,0,0,23,0,Inf,2.6037735849056602,Inf,NA,0,0,0
Abdul-Shakoor Rahimzei,GER,2019,2023,26,10,23.3,0,152,8,19,6.468085106382978,17.625,2/10,0,0,0
Abduljabar Jabarkhail,Belg,2024,2024,6,6,21,0,175,5,35,8.333333333333334,25.2,2/30,0,0,0
Abdulla Bhoola,PAN,2023,2023,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Abdulla Popalzae,GRC,2022,2022,1,1,3,0,21,3,7,7,6,3/21,0,0,0
Abdullah Akbarjan,Aut,2019,2024,35,34,109.4,2,714,45,15.866666666666667,6.51063829787234,14.622222222222222,4/11,2,0,0
Abdullah Jasat,PAN,2021,2023,10,10,31,0,239,9,26.555555555555557,7.709677419354839,20.666666666666668,2/20,0,0,0
Abdullah Khan Lodhi,TKY,2024,2024,4,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Abdullah Mahmood,DEN,2019,2024,14,13,32.4,0,216,12,18,6.612244897959184,16.333333333333332,4/12,1,0,0
Abdullah Mazari,Afghanistan,2010,2010,2,2,0,0,49,2,24.5,3.0625,48,1/18,0,0,0
Abdullah Rana,SUI,2023,2024,8,8,22,0,184,14,13.142857142857142,8.363636363636363,9.428571428571429,3/16,0,0,0
Abdullah Shafique,Pakistan,2020,2024,43,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Abdullah Shahid,MDV,2022,2022,3,1,1,0,12,0,Inf,12,Inf,NA,0,0,0
Abdullah Sheikh,NOR,2019,2022,5,4,12,0,79,2,39.5,6.583333333333333,36,1/19,0,0,0
Abdulmalik Jabarkhel,Fran,2022,2022,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Abdur Rahman Sudais,SWE,2023,2024,7,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Abdur Rauf,Pakistan,2008,2009,8,11,3,0,511,14,Inf,5.550197300103842,Inf,3/24,0,0,0
Abdur Razzak,BAN,2004,2018,200,205,121.4,4,8576,279,36.03165715122237,4.928587565487579,54.24924712968191,5/29,6,4,0
Abdur Rehman,Pakistan,2006,2014,61,82,26,0,4244,140,28.305050505050506,4.712399744270779,45.977104377104375,6/25,1,2,0
Abhijeet Ahuja,HUN,2021,2023,19,1,2,1,8,2,4,4,6,2/8,0,0,0
Abhilash Patil,Mex,2024,2024,1,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Abhishek Ahuja,HUN,2022,2024,17,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Abhishek Sharma,India,2024,2024,12,7,16,0,134,3,44.666666666666664,8.375,32,1/10,0,0,0
Abid Ali,Pakistan,2019,2021,22,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Abraash Khan,Canada,2019,2019,7,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Abrar Ahmed,Pakistan,2022,2024,11,17,8,0,1524,41,30.44871794871795,4.701194398682043,43.128205128205124,7/114,0,2,1
Abrar Bilal,Aut,2019,2024,19,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Absar Khan,DEN,2021,2021,2,1,1,0,8,1,8,8,6,1/8,0,0,0
Abu Hider,BAN,2016,2018,15,14,36,0,419,9,42.333333333333336,7.055555555555555,36,2/50,0,0,0
Abu Jayed,BAN,2018,2021,18,23,11,0,1338,39,28.855555555555554,6.461725194922751,34.522222222222226,5/58,0,1,0
Abu Zar,SWE,2023,2023,2,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Abubacarr Kuyateh,GMB,2022,2024,11,11,33,0,263,9,29.22222222222222,7.96969696969697,22,3/19,0,0,0
Abul Farhad,CZK-R,2022,2024,9,8,25.3,2,188,14,13.428571428571429,7.372549019607843,10.928571428571429,4/19,1,0,0
Abul Hasan,BAN,2012,2018,15,17,14,0,763,7,Inf,7.1883718133718135,Inf,2/80,0,0,0
Ac Agar,Australia,2013,2024,76,81,173.4,2,2555,79,40.21995464852608,4.842394951861122,61.776266061980344,6/30,0,2,0
Ac Bannerman,Australia,1879,1893,28,4,0,0,163,4,40.75,3.349315068493151,73,3/111,0,0,0
Ac Bedade,India,1994,1994,13,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Ac Botha,Ireland,2006,2011,56,43,34,0,1318,63,17.88095238095238,4.886651583710407,23.42857142857143,4/19,2,0,0
Ac Cummins,West Indies,1993,1994,5,8,0,0,342,8,42.75,3.320388349514563,77.25,4/54,0,0,0
Ac Cummins (Can/Wi),NA,1991,2007,76,74,0,0,2877,91,31.615384615384617,4.582426333952747,41.395604395604394,5/31,2,1,0
Ac Dale,Australia,1997,2000,32,34,0,0,1166,38,30.880208333333336,3.4522945294270158,53.9375,3/71,0,0,0
Ac Dawson,South Africa,1998,2004,21,23,0,0,832,26,28.723809523809525,3.773545267163469,46.65238095238095,4/49,1,0,0
Ac Douglas,BER,2019,2023,21,11,31.2,0,193,18,10.722222222222221,6.159574468085107,10.444444444444445,5/18,0,1,0
Ac Evans,Scotland,2009,2023,77,73,120,4,2633,99,26.108284272497897,6.587551867219917,25.401177460050462,5/43,2,2,0
Ac Gilchrist,Australia,1999,2008,109,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Ac Gilchrist (Aus/Icc),NA,1996,2008,287,0,0,0,0,0,NA,NA,NA,NA,0,0,0
Ac Hudson,South Africa,1991,1998,124,1,0,0,3,0,Inf,3,Inf,NA,0,0,0
Ac Kose,TKY,2019,2019,4,2,8,0,116,3,38.666666666666664,14.5,16,2/62,0,0,0
Ac Maclaren,England,1894,1909,35,0,0,0,0,0,NA,NA,NA,NA,0,0,0
