match_id,balls_per_over,team1,team2,gender,season,date,event,match_number,venue,city,toss_winner,toss_decision,player_of_match,umpire1,umpire2,reserve_umpire,tv_umpire,match_referee,winner,winner_runs,winner_wickets,winner_innings,outcome,method
892515,6,Australia,West Indies,male,2015/16,2015/12/10,The Frank Worrell Trophy,1,Bellerive Oval,Hobart,Australia,bat,AC Voges,IJ Gould,M Erasmus,P Wilson,CB Gaffaney,BC Broad,Australia,212,NA,1,NA,NA
892517,6,Australia,West Indies,male,2015/16,2015/12/26,The Frank Worrell Trophy,2,Melbourne Cricket Ground,NA,West Indies,field,NM Lyon,CB Gaffaney,M Erasmus,JD Ward,IJ Gould,BC Broad,Australia,177,NA,NA,NA,NA
800461,6,South Africa,England,male,2015/16,2015/12/26,Basil D'Oliveira Trophy,1,Kingsmead,Durban,South Africa,field,MM Ali,RJ Tucker,Aleem Dar,JD Cloete,BNJ Oxenford,RS Madugalle,England,241,NA,NA,NA,NA
800463,6,South Africa,England,male,2015/16,2016/01/02,Basil D'Oliveira Trophy,2,Newlands,Cape Town,England,bat,BA Stokes,BNJ Oxenford,Aleem Dar,S George,RJ Tucker,RS Madugalle,NA,NA,NA,NA,draw,NA
892519,6,Australia,West Indies,male,2015/16,2016/01/03,The Frank Worrell Trophy,3,Sydney Cricket Ground,NA,West Indies,bat,DA Warner,IJ Gould,CB Gaffaney,MD Martell,M Erasmus,BC Broad,NA,NA,NA,NA,draw,NA
800465,6,South Africa,England,male,2015/16,2016/01/14,Basil D'Oliveira Trophy,3,New Wanderers Stadium,Johannesburg,South Africa,bat,SCJ Broad,RJ Tucker,Aleem Dar,JD Cloete,CB Gaffaney,RS Madugalle,England,NA,7,NA,NA,NA
800467,6,South Africa,England,male,2015/16,2016/01/22,Basil D'Oliveira Trophy,4,SuperSport Park,Centurion,South Africa,bat,K Rabada,CB Gaffaney,HDPK Dharmasena,S George,RJ Tucker,RS Madugalle,South Africa,280,NA,NA,NA,NA
914237,6,New Zealand,Australia,male,2015/16,2016/02/12,Trans-Tasman Trophy,1,Basin Reserve,Wellington,Australia,field,AC Voges,RA Kettleborough,RK Illingworth,BF Bowden,REJ Martinesz,BC Broad,Australia,52,NA,1,NA,NA
914239,6,New Zealand,Australia,male,2015/16,2016/02/20,Trans-Tasman Trophy,2,Hagley Oval,Christchurch,Australia,field,JA Burns,REJ Martinesz,RA Kettleborough,DJ Walker,RK Illingworth,BC Broad,Australia,NA,7,NA,NA,NA
913613,6,England,Sri Lanka,male,2016,2016/05/19,Sri Lanka in England Test Series,1,Headingley,Leeds,Sri Lanka,field,JM Bairstow,RJ Tucker,Aleem Dar,PJ Hartley,S Ravi,AJ Pycroft,England,88,NA,1,NA,NA
913615,6,England,Sri Lanka,male,2016,2016/05/27,Sri Lanka in England Test Series,2,Riverside Ground,Chester-le-Street,England,bat,JM Anderson,S Ravi,Aleem Dar,DJ Millns,RJ Tucker,AJ Pycroft,England,NA,9,NA,NA,NA
913617,6,England,Sri Lanka,male,2016,2016/06/09,Sri Lanka in England Test Series,3,Lord's,London,England,bat,JM Bairstow,RJ Tucker,S Ravi,MA Gough,Aleem Dar,AJ Pycroft,NA,NA,NA,NA,draw,NA
913641,6,England,Pakistan,male,2016,2016/07/14,Pakistan in England Test Series,1,Lord's,London,Pakistan,bat,Yasir Shah,JS Wilson,HDPK Dharmasena,RT Robinson,RJ Tucker,RB Richardson,Pakistan,75,NA,NA,NA,NA
913643,6,England,Pakistan,male,2016,2016/07/22,Pakistan in England Test Series,2,Old Trafford,Manchester,England,bat,JE Root,RJ Tucker,HDPK Dharmasena,NA Mallender,JS Wilson,RB Richardson,England,330,NA,NA,NA,NA
1022593,6,West Indies,India,male,2016,2016/07/21,India in West Indies Test Series,1,"Sir Vivian Richards Stadium, North Sound",Antigua,India,bat,R Ashwin,IJ Gould,Aleem Dar,N Duguid,GO Brathwaite,RS Madugalle,India,92,NA,1,NA,NA
995451,6,Sri Lanka,Australia,male,2016,2016/07/26,Warne-Muralitharan Trophy,1,Pallekele International Cricket Stadium,NA,Sri Lanka,bat,BKG Mendis,S Ravi,RA Kettleborough,REJ Martinesz,CB Gaffaney,BC Broad,Sri Lanka,106,NA,NA,NA,NA
1024041,6,Zimbabwe,New Zealand,male,2016,2016/07/28,New Zealand in Zimbabwe Test Series,1,Queens Sports Club,Bulawayo,Zimbabwe,bat,LRPL Taylor,PR Reiffel,MA Gough,RB Tiffin,L Rusere,DC Boon,New Zealand,117,NA,1,NA,NA
1022595,6,West Indies,India,male,2016,2016/07/30,India in West Indies Test Series,2,"Sabina Park, Kingston",Jamaica,West Indies,bat,RL Chase,IJ Gould,Aleem Dar,GO Brathwaite,N Duguid,RS Madugalle,NA,NA,NA,NA,draw,NA
995453,6,Sri Lanka,Australia,male,2016,2016/08/04,Warne-Muralitharan Trophy,2,Galle International Stadium,NA,Sri Lanka,bat,MDK Perera,RA Kettleborough,CB Gaffaney,RR Wimalasiri,S Ravi,BC Broad,Sri Lanka,229,NA,NA,NA,NA
913645,6,England,Pakistan,male,2016,2016/08/03,Pakistan in England Test Series,3,Edgbaston,Birmingham,Pakistan,field,MM Ali,JS Wilson,BNJ Oxenford,JW Lloyds,HDPK Dharmasena,RB Richardson,England,141,NA,NA,NA,NA
1024043,6,Zimbabwe,New Zealand,male,2016,2016/08/06,New Zealand in Zimbabwe Test Series,2,Queens Sports Club,Bulawayo,New Zealand,bat,KS Williamson,PR Reiffel,MA Gough,L Rusere,TJ Matibiri,DC Boon,New Zealand,254,NA,NA,NA,NA
1022597,6,West Indies,India,male,2016,2016/08/09,India in West Indies Test Series,3,"Darren Sammy National Cricket Stadium, Gros Islet",St Lucia,West Indies,field,R Ashwin,RJ Tucker,NJ Llong,N Duguid,GO Brathwaite,RS Madugalle,India,237,NA,NA,NA,NA
995455,6,Sri Lanka,Australia,male,2016,2016/08/13,Warne-Muralitharan Trophy,3,Sinhalese Sports Club Ground,Colombo,Sri Lanka,bat,HMRKB Herath,S Ravi,CB Gaffaney,RSA Palliyaguruge,RA Kettleborough,BC Broad,Sri Lanka,163,NA,NA,NA,NA
913647,6,England,Pakistan,male,2016,2016/08/11,Pakistan in England Test Series,4,Kennington Oval,London,England,bat,Younis Khan,BNJ Oxenford,M Erasmus,RJ Bailey,JS Wilson,RB Richardson,Pakistan,NA,10,NA,NA,NA
936127,6,South Africa,New Zealand,male,2016,2016/08/19,New Zealand in South Africa Test Series,1,Kingsmead,Durban,South Africa,bat,NA,RK Illingworth,IJ Gould,S George,PR Reiffel,AJ Pycroft,NA,NA,NA,NA,draw,NA
1022599,6,West Indies,India,male,2016,2016/08/18,India in West Indies Test Series,4,"Queen's Park Oval, Port of Spain",Trinidad,West Indies,bat,NA,RJ Tucker,NJ Llong,GO Brathwaite,N Duguid,RS Madugalle,NA,NA,NA,NA,draw,NA
936129,6,South Africa,New Zealand,male,2016,2016/08/27,New Zealand in South Africa Test Series,2,SuperSport Park,Centurion,New Zealand,field,Q de Kock,PR Reiffel,IJ Gould,BP Jele,RK Illingworth,AJ Pycroft,South Africa,204,NA,NA,NA,NA
1030213,6,India,New Zealand,male,2016/17,2016/09/22,New Zealand in India Test Series,1,Green Park,Kanpur,India,bat,RA Jadeja,RJ Tucker,RA Kettleborough,CK Nandan,AK Chaudhary,DC Boon,India,197,NA,NA,NA,NA
1030215,6,India,New Zealand,male,2016/17,2016/09/30,New Zealand in India Test Series,2,Eden Gardens,Kolkata,India,bat,WP Saha,RJ Tucker,RA Kettleborough,Nitin Menon,CK Nandan,DC Boon,India,178,NA,NA,NA,NA
1050229,6,Pakistan,West Indies,male,2016/17,2016/10/13,Pakistan v West Indies Test Series,1,Dubai International Cricket Stadium,NA,Pakistan,bat,Azhar Ali,PR Reiffel,RK Illingworth,Shozab Raza,MA Gough,JJ Crowe,Pakistan,56,NA,NA,NA,NA
1029825,6,Bangladesh,England,male,2016/17,2016/10/20,England in Bangladesh Test Series,1,Zahur Ahmed Chowdhury Stadium,Chittagong,England,bat,BA Stokes,CB Gaffaney,HDPK Dharmasena,Sharfuddoula,S Ravi,RS Madugalle,England,22,NA,NA,NA,NA
1050231,6,Pakistan,West Indies,male,2016/17,2016/10/21,Pakistan v West Indies Test Series,2,Sheikh Zayed Stadium,Abu Dhabi,Pakistan,bat,Yasir Shah,RK Illingworth,MA Gough,Ahsan Raza,PR Reiffel,JJ Crowe,Pakistan,133,NA,NA,NA,NA
1059702,6,Zimbabwe,Sri Lanka,male,2016/17,2016/10/29,Sri Lanka in Zimbabwe Test Series,1,Harare Sports Club,NA,Sri Lanka,bat,AG Cremer,IJ Gould,SD Fry,RB Tiffin,TJ Matibiri,BC Broad,Sri Lanka,225,NA,NA,NA,NA
1029827,6,Bangladesh,England,male,2016/17,2016/10/28,England in Bangladesh Test Series,2,Shere Bangla National Stadium,Mirpur,Bangladesh,bat,Mehedi Hasan Miraz,S Ravi,HDPK Dharmasena,Anisur Rahman,CB Gaffaney,RS Madugalle,Bangladesh,108,NA,NA,NA,NA
1050233,6,Pakistan,West Indies,male,2016/17,2016/10/30,Pakistan v West Indies Test Series,3,Sharjah Cricket Stadium,NA,Pakistan,bat,KC Brathwaite,PR Reiffel,MA Gough,Ahsan Raza,RK Illingworth,JJ Crowe,West Indies,NA,5,NA,NA,NA
1000851,6,Australia,South Africa,male,2016/17,2016/11/03,South Africa in Australia Test Series,1,Western Australia Cricket Association Ground,Perth,South Africa,bat,K Rabada,NJ Llong,Aleem Dar,SJ Nogajski,RA Kettleborough,AJ Pycroft,South Africa,177,NA,NA,NA,NA
1059703,6,Zimbabwe,Sri Lanka,male,2016/17,2016/11/06,Sri Lanka in Zimbabwe Test Series,2,Harare Sports Club,NA,Zimbabwe,field,HMRKB Herath,IJ Gould,SD Fry,RB Tiffin,M Erasmus,BC Broad,Sri Lanka,257,NA,NA,NA,NA
1034809,6,India,England,male,2016/17,2016/11/09,England in India Test Series,1,Saurashtra Cricket Association Stadium,Rajkot,England,bat,MM Ali,CB Gaffaney,HDPK Dharmasena,CK Nandan,RJ Tucker,RS Madugalle,NA,NA,NA,NA,draw,NA
1000853,6,Australia,South Africa,male,2016/17,2016/11/12,South Africa in Australia Test Series,2,Bellerive Oval,Hobart,South Africa,field,KJ Abbott,RA Kettleborough,Aleem Dar,MD Martell,NJ Llong,AJ Pycroft,South Africa,80,NA,1,NA,NA
1034811,6,India,England,male,2016/17,2016/11/17,England in India Test Series,2,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,bat,V Kohli,RJ Tucker,HDPK Dharmasena,CK Nandan,CB Gaffaney,RS Madugalle,India,246,NA,NA,NA,NA
1019993,6,New Zealand,Pakistan,male,2016/17,2016/11/17,Pakistan in New Zealand Test Series,1,Hagley Oval,Christchurch,New Zealand,field,C de Grandhomme,S Ravi,IJ Gould,SB Haig,SD Fry,RB Richardson,New Zealand,NA,8,NA,NA,NA
1000855,6,Australia,South Africa,male,2016/17,2016/11/24,South Africa in Australia Test Series,3,Adelaide Oval,NA,South Africa,bat,UT Khawaja,NJ Llong,RA Kettleborough,P Wilson,Aleem Dar,AJ Pycroft,Australia,NA,7,NA,NA,NA
1019995,6,New Zealand,Pakistan,male,2016/17,2016/11/25,Pakistan in New Zealand Test Series,2,Seddon Park,Hamilton,Pakistan,field,TG Southee,S Ravi,SD Fry,SB Haig,IJ Gould,RB Richardson,New Zealand,138,NA,NA,NA,NA
1034813,6,India,England,male,2016/17,2016/11/26,England in India Test Series,3,"Punjab Cricket Association IS Bindra Stadium, Mohali",Chandigarh,England,bat,RA Jadeja,CB Gaffaney,M Erasmus,CK Nandan,HDPK Dharmasena,RS Madugalle,India,NA,8,NA,NA,NA
1034815,6,India,England,male,2016/17,2016/12/08,England in India Test Series,4,Wankhede Stadium,Mumbai,England,bat,V Kohli,BNJ Oxenford,M Erasmus,Nitin Menon,C Shamshuddin,JJ Crowe,India,36,NA,1,NA,NA
1000881,6,Australia,Pakistan,male,2016/17,2016/12/15,Pakistan in Australia Test Series,1,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Australia,bat,Asad Shafiq,IJ Gould,RK Illingworth,MD Martell,S Ravi,RS Madugalle,Australia,39,NA,NA,NA,NA
1034817,6,India,England,male,2016/17,2016/12/16,England in India Test Series,5,"MA Chidambaram Stadium, Chepauk",Chennai,England,bat,KK Nair,M Erasmus,SD Fry,Nitin Menon,BNJ Oxenford,JJ Crowe,India,75,NA,1,NA,NA
936147,6,South Africa,Sri Lanka,male,2016/17,2016/12/26,Sri Lanka in South Africa Test Series,1,St George's Park,Port Elizabeth,South Africa,bat,SC Cook,Aleem Dar,BNJ Oxenford,S George,RJ Tucker,DC Boon,South Africa,206,NA,NA,NA,NA
1000883,6,Australia,Pakistan,male,2016/17,2016/12/26,Pakistan in Australia Test Series,2,Melbourne Cricket Ground,NA,Pakistan,bat,SPD Smith,IJ Gould,S Ravi,SJ Nogajski,RK Illingworth,RS Madugalle,Australia,18,NA,1,NA,NA
1030217,6,India,New Zealand,male,2016/17,2016/10/08,New Zealand in India Test Series,3,Holkar Cricket Stadium,Indore,India,bat,R Ashwin,HDPK Dharmasena,BNJ Oxenford,Nitin Menon,C Shamshuddin,DC Boon,India,321,NA,NA,NA,NA
936149,6,South Africa,Sri Lanka,male,2016/17,2017/01/02,Sri Lanka in South Africa Test Series,2,Newlands,Cape Town,Sri Lanka,field,K Rabada,Aleem Dar,RJ Tucker,BP Jele,BNJ Oxenford,DC Boon,South Africa,282,NA,NA,NA,NA
1000885,6,Australia,Pakistan,male,2016/17,2017/01/03,Pakistan in Australia Test Series,3,Sydney Cricket Ground,NA,Australia,bat,DA Warner,RK Illingworth,S Ravi,P Wilson,IJ Gould,RS Madugalle,Australia,220,NA,NA,NA,NA
1019985,6,New Zealand,Bangladesh,male,2016/17,2017/01/12,Bangladesh in New Zealand Test Series,1,Basin Reserve,Wellington,New Zealand,field,TWM Latham,M Erasmus,PR Reiffel,CM Brown,NJ Llong,J Srinath,New Zealand,NA,7,NA,NA,NA
936151,6,South Africa,Sri Lanka,male,2016/17,2017/01/12,Sri Lanka in South Africa Test Series,3,New Wanderers Stadium,Johannesburg,South Africa,bat,JP Duminy,BNJ Oxenford,RJ Tucker,AT Holdstock,Aleem Dar,DC Boon,South Africa,118,NA,1,NA,NA
1019987,6,New Zealand,Bangladesh,male,2016/17,2017/01/20,Bangladesh in New Zealand Test Series,2,Hagley Oval,Christchurch,New Zealand,field,TG Southee,NJ Llong,PR Reiffel,SB Haig,M Erasmus,J Srinath,New Zealand,NA,9,NA,NA,NA
1041761,6,India,Bangladesh,male,2016/17,2017/02/09,NA,NA,"Rajiv Gandhi International Stadium, Uppal",Hyderabad,India,bat,V Kohli,M Erasmus,JS Wilson,Nitin Menon,CB Gaffaney,AJ Pycroft,India,208,NA,NA,NA,NA
1062573,6,India,Australia,male,2016/17,2017/02/23,Australia in India Test Series,1,Maharashtra Cricket Association Stadium,Pune,Australia,bat,SNJ O'Keefe,RA Kettleborough,NJ Llong,CK Nandan,RK Illingworth,BC Broad,Australia,333,NA,NA,NA,NA
1062574,6,India,Australia,male,2016/17,2017/03/04,Border-Gavaskar Trophy,2,M Chinnaswamy Stadium,Bengaluru,India,bat,KL Rahul,RK Illingworth,NJ Llong,Nitin Menon,RA Kettleborough,BC Broad,India,75,NA,NA,NA,NA
1083444,6,Sri Lanka,Bangladesh,male,2016/17,2017/03/07,Bangladesh in Sri Lanka Test Series,1,Galle International Stadium,NA,Sri Lanka,bat,BKG Mendis,Aleem Dar,M Erasmus,RR Wimalasiri,S Ravi,AJ Pycroft,Sri Lanka,259,NA,NA,NA,NA
1020041,6,New Zealand,South Africa,male,2016/17,2017/03/08,South Africa in New Zealand Test Series,1,University Oval,Dunedin,South Africa,bat,D Elgar,HDPK Dharmasena,BNJ Oxenford,SB Haig,RJ Tucker,DC Boon,NA,NA,NA,NA,draw,NA
1083445,6,Sri Lanka,Bangladesh,male,2016/17,2017/03/15,Bangladesh in Sri Lanka Test Series,2,P Sara Oval,Colombo,Sri Lanka,bat,Tamim Iqbal,Aleem Dar,S Ravi,RSA Palliyaguruge,M Erasmus,AJ Pycroft,Bangladesh,NA,4,NA,NA,NA
1020043,6,New Zealand,South Africa,male,2016/17,2017/03/16,South Africa in New Zealand Test Series,2,Basin Reserve,Wellington,South Africa,field,KA Maharaj,HDPK Dharmasena,RJ Tucker,NA,BNJ Oxenford,DC Boon,South Africa,NA,8,NA,NA,NA
1062575,6,India,Australia,male,2016/17,2017/03/16,Border-Gavaskar Trophy,3,JSCA International Stadium Complex,Ranchi,Australia,bat,CA Pujara,CB Gaffaney,IJ Gould,CK Nandan,NJ Llong,RB Richardson,NA,NA,NA,NA,draw,NA
1020045,6,New Zealand,South Africa,male,2016/17,2017/03/25,South Africa in New Zealand Test Series,3,Seddon Park,Hamilton,South Africa,bat,KS Williamson,BNJ Oxenford,RJ Tucker,CM Brown,HDPK Dharmasena,DC Boon,NA,NA,NA,NA,draw,NA
1062576,6,India,Australia,male,2016/17,2017/03/25,Border-Gavaskar Trophy,4,Himachal Pradesh Cricket Association Stadium,Dharamsala,Australia,bat,RA Jadeja,M Erasmus,IJ Gould,VK Sharma,CB Gaffaney,RB Richardson,India,NA,8,NA,NA,NA
1077953,6,West Indies,Pakistan,male,2017,2017/04/21,Pakistan in West Indies Test Series,1,"Sabina Park, Kingston",Jamaica,Pakistan,field,Yasir Shah,RK Illingworth,RA Kettleborough,GO Brathwaite,BNJ Oxenford,BC Broad,Pakistan,NA,7,NA,NA,NA
1077954,6,West Indies,Pakistan,male,2017,2017/04/30,Pakistan in West Indies Test Series,2,"Kensington Oval, Bridgetown",Barbados,West Indies,bat,ST Gabriel,RA Kettleborough,BNJ Oxenford,LS Reifer,RK Illingworth,BC Broad,West Indies,106,NA,NA,NA,NA
1031437,6,England,South Africa,male,2017,2017/07/06,Basil D'Oliveira Trophy,1,Lord's,London,England,bat,MM Ali,S Ravi,PR Reiffel,RT Robinson,SD Fry,JJ Crowe,England,211,NA,NA,NA,NA
1127284,6,Ireland,Pakistan,male,2018,2018/05/11,"Pakistan tour of Ireland, England and Scotland",NA,"The Village, Malahide",Dublin,Ireland,field,KJ O'Brien,RK Illingworth,NJ Llong,AJ Neill,M Hawthorne,BC Broad,Pakistan,NA,5,NA,NA,NA
1152839,6,England,Ireland,male,2019,2019/07/24,Ireland tour of England,NA,Lord's,London,England,bat,MJ Leach,Aleem Dar,RSA Palliyaguruge,RJ Bailey,P Wilson,AJ Pycroft,England,143,NA,NA,NA,NA
1152846,6,England,Australia,male,2019,2019/08/01,The Ashes,1,Edgbaston,Birmingham,Australia,bat,SPD Smith,Aleem Dar,JS Wilson,RT Robinson,CB Gaffaney,RS Madugalle,Australia,251,NA,NA,NA,NA
1192874,6,Sri Lanka,New Zealand,male,2019,2019/08/22,New Zealand in Sri Lanka Test Series,2,P Sara Oval,Colombo,Sri Lanka,bat,TWM Latham,MA Gough,BNJ Oxenford,RR Wimalasiri,RK Illingworth,AJ Pycroft,New Zealand,65,NA,1,NA,NA
1188628,6,West Indies,India,male,2019,2019/08/22,India in West Indies Test Series,1,"Sir Vivian Richards Stadium, Antigua",North Sound,West Indies,field,AM Rahane,RA Kettleborough,RJ Tucker,LS Reifer,PR Reiffel,DC Boon,India,318,NA,NA,NA,NA
1152848,6,England,Australia,male,2019,2019/08/22,The Ashes,3,Headingley,Leeds,England,field,BA Stokes,CB Gaffaney,JS Wilson,RT Robinson,HDPK Dharmasena,J Srinath,England,NA,1,NA,NA,NA
1188629,6,West Indies,India,male,2019,2019/08/30,India in West Indies Test Series,2,"Sabina Park, Jamaica",Kingston,West Indies,field,GH Vihari,RA Kettleborough,PR Reiffel,GO Brathwaite,RJ Tucker,DC Boon,India,257,NA,NA,NA,NA
1152849,6,England,Australia,male,2019,2019/09/04,The Ashes,4,Old Trafford,Manchester,Australia,bat,SPD Smith,HDPK Dharmasena,M Erasmus,RJ Bailey,RSA Palliyaguruge,J Srinath,Australia,185,NA,NA,NA,NA
1152850,6,England,Australia,male,2019,2019/09/12,The Ashes,5,Kennington Oval,London,Australia,field,JC Archer,HDPK Dharmasena,M Erasmus,AG Wharf,RSA Palliyaguruge,J Srinath,England,135,NA,NA,NA,NA
1187007,6,India,South Africa,male,2019/20,2019/10/02,South Africa in India Test Series,1,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,bat,RG Sharma,RK Illingworth,CB Gaffaney,AK Chaudhary,NJ Llong,RB Richardson,India,203,NA,NA,NA,NA
1187008,6,India,South Africa,male,2019/20,2019/10/10,South Africa in India Test Series,2,Maharashtra Cricket Association Stadium,Pune,India,bat,V Kohli,CB Gaffaney,NJ Llong,Nitin Menon,RK Illingworth,RB Richardson,India,137,NA,1,NA,NA
1187009,6,India,South Africa,male,2019/20,2019/10/19,South Africa in India Test Series,3,JSCA International Stadium Complex,Ranchi,India,bat,RG Sharma,RK Illingworth,NJ Llong,Nitin Menon,CB Gaffaney,RB Richardson,India,202,NA,1,NA,NA
1187016,6,India,Bangladesh,male,2019/20,2019/11/14,Bangladesh in India Test Series,1,Holkar Cricket Stadium,Indore,Bangladesh,bat,MA Agarwal,RJ Tucker,M Erasmus,AK Chaudhary,Nitin Menon,RS Madugalle,India,130,NA,1,NA,NA
1183530,6,Australia,Pakistan,male,2019/20,2019/11/21,Pakistan in Australia Test Series,1,"Brisbane Cricket Ground, Woolloongabba",Brisbane,Pakistan,bat,M Labuschagne,RA Kettleborough,RK Illingworth,SJ Nogajski,MA Gough,JJ Crowe,Australia,5,NA,1,NA,NA
1187017,6,India,Bangladesh,male,2019/20,2019/11/22,Bangladesh in India Test Series,2,Eden Gardens,Kolkata,Bangladesh,bat,I Sharma,JS Wilson,M Erasmus,CK Nandan,RJ Tucker,RS Madugalle,India,46,NA,1,NA,NA
1187671,6,New Zealand,England,male,2019/20,2019/11/21,England in New Zealand Test Series,1,Bay Oval,Mount Maunganui,England,bat,BJ Watling,BNJ Oxenford,HDPK Dharmasena,CM Brown,P Wilson,J Srinath,New Zealand,65,NA,1,NA,NA
1183531,6,Australia,Pakistan,male,2019/20,2019/11/29,Pakistan in Australia Test Series,2,Adelaide Oval,Adelaide,Australia,bat,DA Warner,MA Gough,RK Illingworth,SAJ Craig,RA Kettleborough,JJ Crowe,Australia,48,NA,1,NA,NA
1187672,6,New Zealand,England,male,2019/20,2019/11/29,England in New Zealand Test Series,2,Seddon Park,Hamilton,England,field,JE Root,P Wilson,HDPK Dharmasena,WR Knights,BNJ Oxenford,J Srinath,NA,NA,NA,NA,draw,NA
1183532,6,Australia,New Zealand,male,2019/20,2019/12/12,Trans-Tasman Trophy,1,Perth Stadium,Perth,Australia,bat,MA Starc,Aleem Dar,NJ Llong,P Wilson,M Erasmus,RB Richardson,Australia,296,NA,NA,NA,NA
1206635,6,Pakistan,Sri Lanka,male,2019/20,2019/12/11,Sri Lanka in Pakistan Test Series,1,Rawalpindi Cricket Stadium,Rawalpindi,Sri Lanka,bat,Abid Ali,RA Kettleborough,MA Gough,Shozab Raza,RK Illingworth,AJ Pycroft,NA,NA,NA,NA,draw,NA
1206636,6,Pakistan,Sri Lanka,male,2019/20,2019/12/19,Sri Lanka in Pakistan Test Series,2,National Stadium,Karachi,Pakistan,bat,Abid Ali,JS Wilson,BNJ Oxenford,Ahsan Raza,GO Brathwaite,JJ Crowe,Pakistan,263,NA,NA,NA,NA
1183533,6,Australia,New Zealand,male,2019/20,2019/12/26,Trans-Tasman Trophy,2,Melbourne Cricket Ground,Melbourne,New Zealand,field,TM Head,NJ Llong,M Erasmus,GA Abood,Aleem Dar,RB Richardson,Australia,247,NA,NA,NA,NA
1185304,6,South Africa,England,male,2019/20,2019/12/26,Basil D'Oliveira Trophy,1,SuperSport Park,Centurion,England,field,Q de Kock,CB Gaffaney,PR Reiffel,AT Holdstock,HDPK Dharmasena,AJ Pycroft,South Africa,107,NA,NA,NA,NA
1153848,6,New Zealand,Bangladesh,male,2018/19,2019/03/08,Bangladesh tour of New Zealand,2,Basin Reserve,Wellington,New Zealand,field,LRPL Taylor,PR Reiffel,RSA Palliyaguruge,SB Haig,NJ Llong,DC Boon,New Zealand,12,NA,1,NA,NA
1153847,6,New Zealand,Bangladesh,male,2018/19,2019/02/28,Bangladesh tour of New Zealand,1,Seddon Park,Hamilton,New Zealand,field,KS Williamson,NJ Llong,PR Reiffel,WR Knights,RSA Palliyaguruge,DC Boon,New Zealand,52,NA,1,NA,NA
1185305,6,South Africa,England,male,2019/20,2020/01/03,Basil D'Oliveira Trophy,2,Newlands,Cape Town,England,bat,BA Stokes,HDPK Dharmasena,PR Reiffel,A Paleker,CB Gaffaney,AJ Pycroft,England,189,NA,NA,NA,NA
1183534,6,Australia,New Zealand,male,2019/20,2020/01/03,Trans-Tasman Trophy,3,Sydney Cricket Ground,Sydney,Australia,bat,M Labuschagne,Aleem Dar,M Erasmus,SAJ Craig,NJ Llong,RB Richardson,Australia,279,NA,NA,NA,NA
1185306,6,South Africa,England,male,2019/20,2020/01/16,Basil D'Oliveira Trophy,3,St George's Park,Port Elizabeth,England,bat,OJ Pope,RJ Tucker,BNJ Oxenford,A Paleker,JS Wilson,AJ Pycroft,England,53,NA,1,NA,NA
1212541,6,Zimbabwe,Sri Lanka,male,2019/20,2020/01/19,Sri Lanka tour of Zimbabwe,1,Harare Sports Club,Harare,Zimbabwe,bat,AD Mathews,M Erasmus,Nitin Menon,C Phiri,L Rusere,J Srinath,Sri Lanka,NA,10,NA,NA,NA
1212542,6,Zimbabwe,Sri Lanka,male,2019/20,2020/01/27,Sri Lanka tour of Zimbabwe,2,Harare Sports Club,Harare,Zimbabwe,bat,Sikandar Raza,Aleem Dar,Nitin Menon,C Phiri,L Rusere,J Srinath,NA,NA,NA,NA,draw,NA
1213062,6,Pakistan,Bangladesh,male,2019/20,2020/02/07,Bangladesh in Pakistan Test Series,1,Rawalpindi Cricket Stadium,Rawalpindi,Pakistan,field,Naseem Shah,CB Gaffaney,NJ Llong,Shozab Raza,M Erasmus,RB Richardson,Pakistan,44,NA,1,NA,NA
1187685,6,New Zealand,India,male,2019/20,2020/02/21,India in New Zealand Test Series,1,Basin Reserve,Wellington,New Zealand,field,TG Southee,RA Kettleborough,Aleem Dar,WR Knights,MA Gough,RS Madugalle,New Zealand,NA,10,NA,NA,NA
1214666,6,Bangladesh,Zimbabwe,male,2019/20,2020/02/22,Zimbabwe tour of Bangladesh,NA,"Shere Bangla National Stadium, Mirpur",Dhaka,Zimbabwe,bat,Mushfiqur Rahim,JS Wilson,PR Reiffel,Sharfuddoula,HDPK Dharmasena,JJ Crowe,Bangladesh,106,NA,1,NA,NA
1187686,6,New Zealand,India,male,2019/20,2020/02/29,India in New Zealand Test Series,2,Hagley Oval,Christchurch,New Zealand,field,KA Jamieson,RA Kettleborough,MA Gough,SB Haig,Aleem Dar,RS Madugalle,New Zealand,NA,7,NA,NA,NA
1144153,6,South Africa,Pakistan,male,2018/19,2018/12/26,Pakistan tour of South Africa,1,SuperSport Park,Centurion,Pakistan,bat,D Olivier,BNJ Oxenford,S Ravi,BP Jele,JS Wilson,DC Boon,South Africa,NA,6,NA,NA,NA
1144154,6,South Africa,Pakistan,male,2018/19,2019/01/03,Pakistan tour of South Africa,2,Newlands,Cape Town,South Africa,field,F du Plessis,JS Wilson,BNJ Oxenford,S George,S Ravi,DC Boon,South Africa,NA,9,NA,NA,NA
